"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"1/15/2024 6 p.m. PST",1843,1728,1049,-794
SCL,"1/15/2024 7 p.m. PST",1826,1724,1062,-764
SCL,"1/15/2024 8 p.m. PST",1793,1696,920,-873
SCL,"1/15/2024 9 p.m. PST",1752,1646,777,-975
SCL,"1/15/2024 10 p.m. PST",1683,1551,697,-986
SCL,"1/15/2024 11 p.m. PST",1580,1449,588,-992
SCL,"1/16/2024 12 a.m. PST",1484,1369,547,-937
SCL,"1/16/2024 1 a.m. PST",1431,1374,593,-838
SCL,"1/16/2024 2 a.m. PST",1406,1346,560,-846
SCL,"1/16/2024 3 a.m. PST",1402,1338,546,-856
SCL,"1/16/2024 4 a.m. PST",1418,1343,464,-954
SCL,"1/16/2024 5 a.m. PST",1458,1375,599,-859
SCL,"1/16/2024 6 a.m. PST",1568,1457,630,-938
SCL,"1/16/2024 7 a.m. PST",1700,1572,758,-942
SCL,"1/16/2024 8 a.m. PST",1812,1679,892,-920
SCL,"1/16/2024 9 a.m. PST",1848,1699,1001,-847
SCL,"1/16/2024 10 a.m. PST",1844,1685,949,-895
SCL,"1/16/2024 11 a.m. PST",1820,1656,932,-888
SCL,"1/16/2024 12 p.m. PST",1742,1628,859,-883
SCL,"1/16/2024 1 p.m. PST",1684,1603,843,-841
SCL,"1/16/2024 2 p.m. PST",1680,1567,749,-931
SCL,"1/16/2024 3 p.m. PST",1658,1535,839,-819
SCL,"1/16/2024 4 p.m. PST",1691,1546,875,-816
SCL,"1/16/2024 5 p.m. PST",1738,1598,909,-829
SCL,"1/16/2024 6 p.m. PST",1795,1670,998,-797
SCL,"1/16/2024 7 p.m. PST",1770,1659,804,-966
SCL,"1/16/2024 8 p.m. PST",1725,1627,770,-955
SCL,"1/16/2024 9 p.m. PST",1667,1575,569,-1098
SCL,"1/16/2024 10 p.m. PST",1603,1483,627,-976
SCL,"1/16/2024 11 p.m. PST",1504,1371,659,-845
SCL,"1/17/2024 12 a.m. PST",1409,1276,541,-868
SCL,"1/17/2024 1 a.m. PST",1344,1316,525,-819
SCL,"1/17/2024 2 a.m. PST",1308,1281,521,-787
SCL,"1/17/2024 3 a.m. PST",1298,1273,382,-916
SCL,"1/17/2024 4 a.m. PST",1304,1275,382,-922
SCL,"1/17/2024 5 a.m. PST",1340,1296,581,-759
SCL,"1/17/2024 6 a.m. PST",1434,1377,659,-775
SCL,"1/17/2024 7 a.m. PST",1534,1498,589,-945
SCL,"1/17/2024 8 a.m. PST",1641,1597,684,-957
SCL,"1/17/2024 9 a.m. PST",1677,1615,737,-940
SCL,"1/17/2024 10 a.m. PST",1683,1604,715,-968
SCL,"1/17/2024 11 a.m. PST",1678,1578,789,-889
SCL,"1/17/2024 12 p.m. PST",1680,1562,908,-772
SCL,"1/17/2024 1 p.m. PST",1685,1552,888,-797
SCL,"1/17/2024 2 p.m. PST",1659,1540,931,-728
SCL,"1/17/2024 3 p.m. PST",1642,1529,877,-765
SCL,"1/17/2024 4 p.m. PST",1636,1540,847,-789
SCL,"1/17/2024 5 p.m. PST",1666,1590,793,-873
SCL,"1/17/2024 6 p.m. PST",1706,1654,853,-853
SCL,"1/17/2024 7 p.m. PST",1673,1629,874,-799
SCL,"1/17/2024 8 p.m. PST",1621,1582,617,-1004
SCL,"1/17/2024 9 p.m. PST",1565,1527,593,-972
SCL,"1/17/2024 10 p.m. PST",1481,1441,576,-905
SCL,"1/17/2024 11 p.m. PST",1384,1337,601,-783
SCL,"1/18/2024 12 a.m. PST",1285,1237,552,-733
SCL,"1/18/2024 1 a.m. PST",1219,1247,433,-786
SCL,"1/18/2024 2 a.m. PST",1180,1195,375,-805
SCL,"1/18/2024 3 a.m. PST",1169,1183,368,-801
SCL,"1/18/2024 4 a.m. PST",1184,1188,368,-816
SCL,"1/18/2024 5 a.m. PST",1218,1217,423,-795
SCL,"1/18/2024 6 a.m. PST",1313,1310,417,-896
SCL,"1/18/2024 7 a.m. PST",1452,1442,482,-970
SCL,"1/18/2024 8 a.m. PST",1573,1549,627,-946
SCL,"1/18/2024 9 a.m. PST",1612,1575,717,-895
SCL,"1/18/2024 10 a.m. PST",1614,1568,718,-896
SCL,"1/18/2024 11 a.m. PST",1623,1548,733,-890
SCL,"1/18/2024 12 p.m. PST",1612,1533,854,-758
SCL,"1/18/2024 1 p.m. PST",1618,1524,863,-755
SCL,"1/18/2024 2 p.m. PST",1596,1512,852,-744
SCL,"1/18/2024 3 p.m. PST",1587,1500,802,-785
SCL,"1/18/2024 4 p.m. PST",1584,1510,673,-911
SCL,"1/18/2024 5 p.m. PST",1615,1551,666,-949
SCL,"1/18/2024 6 p.m. PST",1654,1611,686,-968
SCL,"1/18/2024 7 p.m. PST",1623,1587,718,-905
SCL,"1/18/2024 8 p.m. PST",1574,1535,624,-950
SCL,"1/18/2024 9 p.m. PST",1521,1482,535,-986
